Site Id,OPC Tag,Turbine Id,Tag,Available Minutes,Averages,Max samples,Min Samples,Standra Deviation,Consistency (Minutes per 48 Hrs),Resolution (Average samples per minute),Resolution Error (RSD),Resolution with Error,Resolution With Consistency Confidence
WAD1,WAD1-0016.AI_In_GridMonGroundCurrent,16,AI_In_GridMonGroundCurrent,49,46.75510204,48,33,2.403489065,100%,78%,5%,75%,75%
WAD1,WAD1-0016.OpCtl_SpeedSetptTorque,16,OpCtl_SpeedSetptTorque,1,48,48,48,0,2%,80%,0%,80%,2%
WAD1,WAD1-0016.DynCtl_ALC_TorqueTwrFb,16,DynCtl_ALC_TorqueTwrFb,34,46.5,48,33,2.703483591,69%,78%,6%,75%,52%
WAD1,WAD1-0016.AI_In_PitchAxis2ExpectedPos,16,AI_In_PitchAxis2ExpectedPos,34,33.70588235,48,2,15.61773014,69%,56%,46%,33%,23%
WAD1,WAD1-0016.DO_Pitch_Axis2BrakeOn,16,DO_Pitch_Axis2BrakeOn,6,2.5,3,1,0.763762616,12%,4%,31%,-11%,-1%
WAD1,WAD1-0016.In_GridMeasVoltL1Act,16,In_GridMeasVoltL1Act,49,46.73469388,48,33,2.422475629,100%,78%,5%,75%,75%
WAD1,WAD1-0016.DrvTr_DrvTrOscAccel,16,DrvTr_DrvTrOscAccel,49,46.79591837,48,32,2.449319704,100%,78%,5%,75%,75%
WAD1,WAD1-0016.DynCtlMBC_ThrustPitch,16,DynCtlMBC_ThrustPitch,31,36.74193548,48,1,13.41873448,63%,61%,37%,43%,27%
WAD1,WAD1-0016.SM_OpCtl_FailureFreeOperation,16,SM_OpCtl_FailureFreeOperation,1,1,1,1,0,2%,2%,0%,2%,0%
WAD1,WAD1-0016.AI_In_TbGenWinding3Temp,16,AI_In_TbGenWinding3Temp,49,44.63265306,47,29,2.89047611,100%,74%,6%,71%,71%
WAD1,WAD1-0016.Pitch_PitchAxis2Temp,16,Pitch_PitchAxis2Temp,16,32.1875,48,7,14.47505937,33%,54%,45%,31%,10%
WAD1,WAD1-0016.DynCtl_ALCmm_D,16,DynCtl_ALCmm_D,49,46.71428571,48,33,2.390457219,100%,78%,5%,75%,75%
WAD1,WAD1-0016.AI_In_TbGbxOilTempSump,16,AI_In_TbGbxOilTempSump,49,44.53061224,48,31,2.778209971,100%,74%,6%,71%,71%
WAD1,WAD1-0016.DynCtl_ALCmm_Q,16,DynCtl_ALCmm_Q,49,46.67346939,48,31,2.558600982,100%,78%,5%,75%,75%
WAD1,WAD1-0016.AI_In_IOPackTemprA3_R,16,AI_In_IOPackTemprA3_R,32,4.9375,16,1,3.220418257,65%,8%,65%,-24%,-16%
WAD1,WAD1-0016.WFMS_TurbMeasWndDir,16,WFMS_TurbMeasWndDir,2,1,1,1,0,4%,2%,0%,2%,0%
WAD1,WAD1-0016.AI_In_MotorArmatureRMS3,16,AI_In_MotorArmatureRMS3,49,46.73469388,48,31,2.51343744,100%,78%,5%,75%,75%
WAD1,WAD1-0016.AI_In_MotorArmatureRMS2,16,AI_In_MotorArmatureRMS2,49,46.7755102,48,31,2.573533314,100%,78%,6%,75%,75%
WAD1,WAD1-0016.AI_In_MotorArmatureRMS1,16,AI_In_MotorArmatureRMS1,49,46.71428571,48,31,2.515259552,100%,78%,5%,75%,75%
WAD1,WAD1-0016.DO_Yaw_TbYawBrakesOff,16,DO_Yaw_TbYawBrakesOff,15,1.533333333,3,1,0.718021974,31%,3%,47%,-21%,-6%
WAD1,WAD1-0016.MBCEst_PitchAvg,16,MBCEst_PitchAvg,32,35,48,1,13.38842784,65%,58%,38%,39%,26%
WAD1,WAD1-0016.AI_In_GridMonFrequencyAct,16,AI_In_GridMonFrequencyAct,49,46.51020408,48,31,2.771004747,100%,78%,6%,75%,75%
WAD1,WAD1-0016.Curt_PowerMax,16,Curt_PowerMax,12,47.58333333,48,47,0.493006649,24%,79%,1%,79%,19%
WAD1,WAD1-0016.Pitch_PitchBatt2Temp,16,Pitch_PitchBatt2Temp,49,46.73469388,48,33,2.405567608,100%,78%,5%,75%,75%
WAD1,WAD1-0016.AI_In_BatteryBoxTempA3,16,AI_In_BatteryBoxTempA3,49,46.79591837,48,32,2.449319704,100%,78%,5%,75%,75%
WAD1,WAD1-0016.AI_In_BatteryBoxTempA2,16,AI_In_BatteryBoxTempA2,49,46.7755102,48,33,2.409719317,100%,78%,5%,75%,75%
WAD1,WAD1-0016.AI_In_BatteryBoxTempA1,16,AI_In_BatteryBoxTempA1,49,46.75510204,48,33,2.403489065,100%,78%,5%,75%,75%
WAD1,WAD1-0016.DynCtl_ALC_Pitch1,16,DynCtl_ALC_Pitch1,13,46.84615385,48,43,1.702764894,27%,78%,4%,76%,20%
WAD1,WAD1-0016.DynCtl_ALC_Pitch2,16,DynCtl_ALC_Pitch2,13,46.84615385,48,43,1.561367933,27%,78%,3%,76%,20%
WAD1,WAD1-0016.DynCtl_ALC_Pitch3,16,DynCtl_ALC_Pitch3,13,46.84615385,48,43,1.702764894,27%,78%,4%,76%,20%
WAD1,WAD1-0016.WFMS_TurbActPwrCurtSetpt,16,WFMS_TurbActPwrCurtSetpt,3,16.33333333,27,1,11.11555467,6%,27%,68%,-7%,0%
WAD1,WAD1-0016.In_WFMSReactPwrDem,16,In_WFMSReactPwrDem,45,46.82222222,48,32,2.479147603,92%,78%,5%,75%,69%
WAD1,WAD1-0016.AI_In_Axis1BatVoltC3,16,AI_In_Axis1BatVoltC3,46,2.956521739,5,1,1.215059879,94%,5%,41%,-16%,-15%
WAD1,WAD1-0016.AI_In_Axis1BatVoltC4,16,AI_In_Axis1BatVoltC4,46,4.086956522,8,1,1.754820528,94%,7%,43%,-15%,-14%
WAD1,WAD1-0016.AI_In_Axis1BatVoltC5,16,AI_In_Axis1BatVoltC5,47,3.276595745,7,1,1.348002899,96%,5%,41%,-15%,-14%
WAD1,WAD1-0016.AI_In_Axis1BatVoltC6,16,AI_In_Axis1BatVoltC6,48,3.208333333,6,1,1.206895696,98%,5%,38%,-13%,-13%
WAD1,WAD1-0016.AI_In_Axis1BatVoltC1,16,AI_In_Axis1BatVoltC1,48,3.354166667,5,1,0.989309173,98%,6%,29%,-9%,-9%
WAD1,WAD1-0016.AI_In_Axis1BatVoltC2,16,AI_In_Axis1BatVoltC2,42,3,7,1,1.496026483,86%,5%,50%,-20%,-17%
WAD1,WAD1-0016.AI_In_CuCoolantTemp,16,AI_In_CuCoolantTemp,48,46.77083333,48,32,2.40866131,98%,78%,5%,75%,74%
WAD1,WAD1-0016.DynCtl_ALC_Acc_SSStdDev,16,DynCtl_ALC_Acc_SSStdDev,49,46.73469388,48,33,2.422475629,100%,78%,5%,75%,75%
WAD1,WAD1-0016.C_WFMS_ActPwrDemFreq,16,C_WFMS_ActPwrDemFreq,2,29.5,36,23,6.5,4%,49%,22%,38%,2%
WAD1,WAD1-0016.DynCtl_ALC_Qmm,16,DynCtl_ALC_Qmm,49,46.53061224,48,31,2.785546081,100%,78%,6%,75%,75%
WAD1,WAD1-0016.WFMS_TurbTrackNum,16,WFMS_TurbTrackNum,49,46.73469388,48,31,2.488959378,100%,78%,5%,75%,75%
WAD1,WAD1-0016.In_WindDir1sAvg,16,In_WindDir1sAvg,49,45.02040816,48,30,3.241880255,100%,75%,7%,71%,71%
WAD1,WAD1-0016.In_TempOutsideAir,16,In_TempOutsideAir,49,46.73469388,48,31,2.51343744,100%,78%,5%,75%,75%
WAD1,WAD1-0016.AI_In_BrakePWMVoltageA1,16,AI_In_BrakePWMVoltageA1,33,41.60606061,48,2,11.98974156,67%,69%,29%,55%,37%
WAD1,WAD1-0016.AI_In_BrakePWMVoltageA3,16,AI_In_BrakePWMVoltageA3,33,41.87878788,48,2,12.04978958,67%,70%,29%,55%,37%
WAD1,WAD1-0016.AI_In_BrakePWMVoltageA2,16,AI_In_BrakePWMVoltageA2,33,41.60606061,48,2,11.98974156,67%,69%,29%,55%,37%
WAD1,WAD1-0016.Forces_R,16,Forces_R,1,3,3,3,0,2%,5%,0%,5%,0%
WAD1,WAD1-0016.Curt_ExternalLimitedPower,16,Curt_ExternalLimitedPower,13,43.84615385,48,1,12.38389869,27%,73%,28%,59%,16%
WAD1,WAD1-0016.Exchange.1.Header.ReqID,16,Exchange,49,46.73469388,48,32,2.447618669,100%,78%,5%,75%,75%
WAD1,WAD1-0016.AI_In_IOPackTemprA2_R,16,AI_In_IOPackTemprA2_R,42,6.380952381,14,1,4.099665381,86%,11%,64%,-21%,-18%
WAD1,WAD1-0016.AI_In_CuAlarmWord3,16,AI_In_CuAlarmWord3,1,1,1,1,0,2%,2%,0%,2%,0%
WAD1,WAD1-0016.DynCtl_Blad1AngleSetpt,16,DynCtl_Blad1AngleSetpt,31,32.80645161,48,1,15.09842836,63%,55%,46%,32%,20%
WAD1,WAD1-0016.DynCtl_ALC_PitchOffset1,16,DynCtl_ALC_PitchOffset1,12,41.5,48,8,11.23610253,24%,69%,27%,56%,14%
WAD1,WAD1-0016.DynCtl_ALC_PitchOffset2,16,DynCtl_ALC_PitchOffset2,12,41.58333333,48,8,11.22095015,24%,69%,27%,56%,14%
WAD1,WAD1-0016.DynCtl_ALC_PitchOffset3,16,DynCtl_ALC_PitchOffset3,13,38.30769231,48,1,15.39922383,27%,64%,40%,44%,12%
WAD1,WAD1-0016.AI_In_CuLnBpTemp2,16,AI_In_CuLnBpTemp2,49,46.6122449,48,32,2.709140435,100%,78%,6%,75%,75%
WAD1,WAD1-0016.AI_In_CuLnBpTemp3,16,AI_In_CuLnBpTemp3,49,46.7755102,48,33,2.409719317,100%,78%,5%,75%,75%
WAD1,WAD1-0016.AI_In_CuLnBpTemp1,16,AI_In_CuLnBpTemp1,49,46.71428571,48,33,2.390457219,100%,78%,5%,75%,75%
WAD1,WAD1-0016.DynCtl_ALC_Pitch1_2P,16,DynCtl_ALC_Pitch1_2P,13,46.84615385,48,43,1.702764894,27%,78%,4%,76%,20%
WAD1,WAD1-0016.Cu_ConverterStatus,16,Cu_ConverterStatus,1,1,1,1,0,2%,2%,0%,2%,0%
WAD1,WAD1-0016.AI_In_GridMonVoltageL2Act,16,AI_In_GridMonVoltageL2Act,49,46.6122449,48,32,2.709140435,100%,78%,6%,75%,75%
WAD1,WAD1-0016.SM_Curt_PowLimGridFreq,16,SM_Curt_PowLimGridFreq,3,1.333333333,2,1,0.471404521,6%,2%,35%,-15%,-1%
WAD1,WAD1-0016.DO_Yaw_TbYawRight,16,DO_Yaw_TbYawRight,1,1,1,1,0,2%,2%,0%,2%,0%
WAD1,WAD1-0016.MBCEst_SpeedRotor_RPM,16,MBCEst_SpeedRotor_RPM,49,46.55102041,48,31,2.688305927,100%,78%,6%,75%,75%
WAD1,WAD1-0016.Curt_PowerLimitStatusWord,16,Curt_PowerLimitStatusWord,4,1.5,2,1,0.5,8%,3%,33%,-14%,-1%
WAD1,WAD1-0016.AI_in_HubAmbientTemp,16,AI_in_HubAmbientTemp,49,46.79591837,48,32,2.449319704,100%,78%,5%,75%,75%
WAD1,WAD1-0016.Out_TotalProduction,16,Out_TotalProduction,33,12.87878788,29,1,10.6280292,67%,21%,83%,-20%,-13%
WAD1,WAD1-0016.AI_In_CuGridVoltageAct,16,AI_In_CuGridVoltageAct,49,46.69387755,48,31,2.508793365,100%,78%,5%,75%,75%
WAD1,WAD1-0016.DynCtl_MBCMode,16,DynCtl_MBCMode,6,1.666666667,3,1,0.942809042,12%,3%,57%,-26%,-3%
WAD1,WAD1-0016.DO_Pitch_Axis3GoToPos,16,DO_Pitch_Axis3GoToPos,6,2.5,3,1,0.763762616,12%,4%,31%,-11%,-1%
WAD1,WAD1-0016.AI_In_TbOutsideTemp2,16,AI_In_TbOutsideTemp2,49,44.93877551,48,32,2.773108204,100%,75%,6%,72%,72%
WAD1,WAD1-0016.AI_In_TbOutsideTemp1,16,AI_In_TbOutsideTemp1,49,44.81632653,48,32,2.677750117,100%,75%,6%,72%,72%
WAD1,WAD1-0016.Out_PosReactiveEnergy,16,Out_PosReactiveEnergy,10,4.3,7,1,1.846618531,20%,7%,43%,-14%,-3%
WAD1,WAD1-0016.DI_In_TbYawBrake230VOk,16,DI_In_TbYawBrake230VOk,15,1.4,3,1,0.711805217,31%,2%,51%,-23%,-7%
WAD1,WAD1-0016.WFMS_TurbPosActPwr,16,WFMS_TurbPosActPwr,45,45.86666667,48,24,5.009324638,92%,76%,11%,71%,65%
WAD1,WAD1-0016.SM_Cu_GridSideCollectiveAlarm,16,SM_Cu_GridSideCollectiveAlarm,1,1,1,1,0,2%,2%,0%,2%,0%
WAD1,WAD1-0016.AI_In_IOPackTemprA1_R,16,AI_In_IOPackTemprA1_R,38,5.526315789,14,1,4.070024196,78%,9%,74%,-28%,-21%
WAD1,WAD1-0016.AI_In_TbTowerAcceleration,16,AI_In_TbTowerAcceleration,49,43.10204082,48,31,4.643384137,100%,72%,11%,66%,66%
WAD1,WAD1-0016.AI_In_TbRotorSpdImpulse,16,AI_In_TbRotorSpdImpulse,48,36.8125,48,5,16.87658172,98%,61%,46%,38%,38%
WAD1,WAD1-0016.Out_TotalConsumption,16,Out_TotalConsumption,4,1.25,2,1,0.433012702,8%,2%,35%,-15%,-1%
WAD1,WAD1-0016.In_TipSpeedRatio,16,In_TipSpeedRatio,49,46.71428571,48,33,2.424366107,100%,78%,5%,75%,75%
WAD1,WAD1-0016.Exchange.2.RawBytes,16,Exchange,39,1,1,1,0,80%,2%,0%,2%,1%
WAD1,WAD1-0016.ControllerStateHeartbeat_R,16,ControllerStateHeartbeat_R,49,46.59183673,48,32,2.664340232,100%,78%,6%,75%,75%
WAD1,WAD1-0016.AI_In_TowerAccelForeAftRaw,16,AI_In_TowerAccelForeAftRaw,49,46.02040816,48,33,2.630199775,100%,77%,6%,74%,74%
WAD1,WAD1-0016.B_In_WFMSActPwrDemFreqVal,16,B_In_WFMSActPwrDemFreqVal,3,9.666666667,19,1,7.363574011,6%,16%,76%,-22%,-1%
WAD1,WAD1-0016.In_ActualAvgPitchAngle,16,In_ActualAvgPitchAngle,37,38.2972973,48,1,14.93927323,76%,64%,39%,44%,33%
WAD1,WAD1-0016.OpCtl_PowerSetpt,16,OpCtl_PowerSetpt,12,47.5,48,47,0.5,24%,79%,1%,79%,19%
WAD1,WAD1-0016.Out_CurtSTopTime,16,Out_CurtSTopTime,11,47.63636364,48,46,0.642824347,22%,79%,1%,79%,18%
WAD1,WAD1-0016.B_WFMS_ActPwrDemFreqVal,16,B_WFMS_ActPwrDemFreqVal,4,7.5,19,1,7.399324293,8%,13%,99%,-37%,-3%
WAD1,WAD1-0016.Exchange.1.RawBytes,16,Exchange,38,1,1,1,0,78%,2%,0%,2%,1%
WAD1,WAD1-0016.Exchange.2.Header.TimeStamp,16,Exchange,49,46.55102041,48,31,2.785247027,100%,78%,6%,75%,75%
WAD1,WAD1-0016.MBCEst_AccelSidetoSide,16,MBCEst_AccelSidetoSide,49,46.67346939,48,32,2.40227575,100%,78%,5%,75%,75%
WAD1,WAD1-0016.AI_GenSpdProximitySensor,16,AI_GenSpdProximitySensor,48,40.20833333,48,8,11.68324715,98%,67%,29%,52%,51%
WAD1,WAD1-0016.AI_In_GridMonReacPowerAct,16,AI_In_GridMonReacPowerAct,49,46.6122449,48,32,2.701596856,100%,78%,6%,75%,75%
WAD1,WAD1-0016.DO_DrvTr_TbDiskBrakeHydrPumpOn,16,DO_DrvTr_TbDiskBrakeHydrPumpOn,2,8.5,10,7,1.5,4%,14%,18%,5%,0%
WAD1,WAD1-0016.AI_In_TbGenWinding1Temp,16,AI_In_TbGenWinding1Temp,49,44.87755102,48,31,2.994093867,100%,75%,7%,71%,71%
WAD1,WAD1-0016.DynCtl_DrivetrainDampTorque,16,DynCtl_DrivetrainDampTorque,49,46.63265306,48,32,2.463562027,100%,78%,5%,75%,75%
WAD1,WAD1-0016.B_Curt_ExtCurtailmentActive,16,B_Curt_ExtCurtailmentActive,1,17,17,17,0,2%,28%,0%,28%,1%
WAD1,WAD1-0016.B_In_WFMSActPwrDemVal,16,B_In_WFMSActPwrDemVal,4,7.5,18,1,7.088723439,8%,13%,95%,-35%,-3%
WAD1,WAD1-0016.DI_In_RotorReset,16,DI_In_RotorReset,27,2.925925926,10,1,2.071426882,55%,5%,71%,-31%,-17%
WAD1,WAD1-0016.AI_In_CuRtrBpTemp4,16,AI_In_CuRtrBpTemp4,49,46.7755102,48,32,2.45169917,100%,78%,5%,75%,75%
WAD1,WAD1-0016.AI_In_CuRtrBpTemp5,16,AI_In_CuRtrBpTemp5,49,46.6122449,48,31,2.678838665,100%,78%,6%,75%,75%
WAD1,WAD1-0016.AI_In_CuRtrBpTemp2,16,AI_In_CuRtrBpTemp2,49,46.75510204,48,32,2.478730849,100%,78%,5%,75%,75%
WAD1,WAD1-0016.AI_In_CuRtrBpTemp3,16,AI_In_CuRtrBpTemp3,49,46.7755102,48,32,2.443360901,100%,78%,5%,75%,75%
WAD1,WAD1-0016.AI_In_CuRtrBpTemp6,16,AI_In_CuRtrBpTemp6,49,46.63265306,48,31,2.68551578,100%,78%,6%,75%,75%
WAD1,WAD1-0016.AI_In_CuRtrBpTemp1,16,AI_In_CuRtrBpTemp1,49,46.71428571,48,32,2.441143927,100%,78%,5%,75%,75%
WAD1,WAD1-0016.AI_In_TorqueRefA1,16,AI_In_TorqueRefA1,36,39.63888889,48,1,13.65274246,73%,66%,34%,49%,36%
WAD1,WAD1-0016.AI_In_TorqueRefA2,16,AI_In_TorqueRefA2,34,40.76470588,48,3,13.1597846,69%,68%,32%,52%,36%
WAD1,WAD1-0016.AI_In_TorqueRefA3,16,AI_In_TorqueRefA3,33,42.09090909,48,3,11.13379686,67%,70%,26%,57%,38%
WAD1,WAD1-0016.AI_In_CuGridCurrentAct,16,AI_In_CuGridCurrentAct,49,46.69387755,48,32,2.533079771,100%,78%,5%,75%,75%
WAD1,WAD1-0016.MBCEst_AeroThrust,16,MBCEst_AeroThrust,49,46.69387755,48,32,2.533079771,100%,78%,5%,75%,75%
WAD1,WAD1-0016.AI_In_GridMonCurrentL1Act,16,AI_In_GridMonCurrentL1Act,49,46.71428571,48,33,2.390457219,100%,78%,5%,75%,75%
WAD1,WAD1-0016.Exchange.2.Header.ReqID,16,Exchange,49,46.6122449,48,31,2.709140435,100%,78%,6%,75%,75%
WAD1,WAD1-0016.AI_In_GridMonVoltageL1Act,16,AI_In_GridMonVoltageL1Act,49,46.59183673,48,32,2.694805035,100%,78%,6%,75%,75%
WAD1,WAD1-0016.AI_In_TbWindSpeed_Thies2D,16,AI_In_TbWindSpeed_Thies2D,49,45.3877551,48,32,2.746547566,100%,76%,6%,73%,73%
WAD1,WAD1-0016.Pitch_LifeTravelCounter,16,Pitch_LifeTravelCounter,12,19.41666667,38,3,9.656244382,24%,32%,50%,7%,2%
WAD1,WAD1-0016.AI_In_CCU_Diag1,16,AI_In_CCU_Diag1,49,39.57142857,48,2,14.93250119,100%,66%,38%,47%,47%
WAD1,WAD1-0016.AI_In_CCU_Diag2,16,AI_In_CCU_Diag2,49,46.55102041,48,31,2.555995149,100%,78%,5%,75%,75%
WAD1,WAD1-0016.AI_In_CCU_Diag4,16,AI_In_CCU_Diag4,49,40.55102041,48,9,13.04319547,100%,68%,32%,52%,52%
WAD1,WAD1-0016.AI_In_CCU_Diag5,16,AI_In_CCU_Diag5,2,45.5,47,44,1.5,4%,76%,3%,74%,3%
WAD1,WAD1-0016.AI_In_CCU_Diag6,16,AI_In_CCU_Diag6,49,39.32653061,48,2,15.17434429,100%,66%,39%,46%,46%
WAD1,WAD1-0016.AI_In_CCU_Diag7,16,AI_In_CCU_Diag7,49,45.71428571,48,26,4.085814185,100%,76%,9%,72%,72%
WAD1,WAD1-0016.AI_In_CCU_Diag9,16,AI_In_CCU_Diag9,49,46.6122449,48,32,2.414381457,100%,78%,5%,75%,75%
WAD1,WAD1-0016.Yaw_ToothCounter,16,Yaw_ToothCounter,4,1.25,2,1,0.433012702,8%,2%,35%,-15%,-1%
WAD1,WAD1-0016.AO_Pitch_HeartBeatSend3,16,AO_Pitch_HeartBeatSend3,49,46.67346939,48,32,2.40227575,100%,78%,5%,75%,75%
WAD1,WAD1-0016.AO_Pitch_HeartBeatSend1,16,AO_Pitch_HeartBeatSend1,49,46.59183673,48,32,2.664340232,100%,78%,6%,75%,75%
WAD1,WAD1-0016.AO_Pitch_HeartBeatSend2,16,AO_Pitch_HeartBeatSend2,49,46.69387755,48,32,2.434480891,100%,78%,5%,75%,75%
WAD1,WAD1-0016.AI_In_CuRtrJncTemp,16,AI_In_CuRtrJncTemp,49,46.7755102,48,32,2.443360901,100%,78%,5%,75%,75%
WAD1,WAD1-0016.AI_In_DtaCabinetTemp,16,AI_In_DtaCabinetTemp,26,12.88461538,40,1,11.22266567,53%,21%,87%,-22%,-12%
WAD1,WAD1-0016.Pitch_PitchAxis3Temp,16,Pitch_PitchAxis3Temp,10,25.8,47,5,14.42081828,20%,43%,56%,15%,3%
WAD1,WAD1-0016.AI_In_DtaMcpTempIn2,16,AI_In_DtaMcpTempIn2,29,10.27586207,34,1,9.343618703,59%,17%,91%,-28%,-17%
WAD1,WAD1-0016.DO_Pitch_Axis3BrakeOn,16,DO_Pitch_Axis3BrakeOn,6,2.5,3,2,0.5,12%,4%,20%,-6%,-1%
WAD1,WAD1-0016.DynCtl_ALC_Dmm,16,DynCtl_ALC_Dmm,49,46.73469388,48,33,2.397068875,100%,78%,5%,75%,75%
WAD1,WAD1-0016.OpCtl_SpeedSetptPitch,16,OpCtl_SpeedSetptPitch,1,48,48,48,0,2%,80%,0%,80%,2%
WAD1,WAD1-0016.DynCtl_Blad3AngleSetpt,16,DynCtl_Blad3AngleSetpt,31,32.77419355,48,1,15.05197378,63%,55%,46%,32%,20%
WAD1,WAD1-0016.OpCtl_BrakeProc,16,OpCtl_BrakeProc,1,1,1,1,0,2%,2%,0%,2%,0%
WAD1,WAD1-0016.In_WindDirection,16,In_WindDirection,49,44.71428571,48,33,3.123315873,100%,75%,7%,71%,71%
WAD1,WAD1-0016.Yaw_RevolutionsToUntwist,16,Yaw_RevolutionsToUntwist,3,1.333333333,2,1,0.471404521,6%,2%,35%,-15%,-1%
WAD1,WAD1-0016.OpCtl_Pitch3Min,16,OpCtl_Pitch3Min,13,30.23076923,43,1,12.10310733,27%,50%,40%,30%,8%
WAD1,WAD1-0016.AI_In_WBDelSpdPwr,16,AI_In_WBDelSpdPwr,49,45.75510204,48,4,6.529464185,100%,76%,14%,69%,69%
WAD1,WAD1-0016.DI_In_TbYawPosCounterCcw2nd,16,DI_In_TbYawPosCounterCcw2nd,1,1,1,1,0,2%,2%,0%,2%,0%
WAD1,WAD1-0016.Yaw_PositionToUntwist,16,Yaw_PositionToUntwist,1,1,1,1,0,2%,2%,0%,2%,0%
WAD1,WAD1-0016.AI_In_TbRotorSpeed1,16,AI_In_TbRotorSpeed1,47,37.5106383,48,3,16.5077317,96%,63%,44%,41%,39%
WAD1,WAD1-0016.AO_Cu_TorqueDem,16,AO_Cu_TorqueDem,49,46.57142857,48,32,2.849991049,100%,78%,6%,75%,75%
WAD1,WAD1-0016.AI_In_TbGbxBearingFastShaftA,16,AI_In_TbGbxBearingFastShaftA,49,44.71428571,48,31,2.934662655,100%,75%,7%,71%,71%
WAD1,WAD1-0016.DI_In_TbYawPosCounterCcw1st,16,DI_In_TbYawPosCounterCcw1st,2,1,1,1,0,4%,2%,0%,2%,0%
WAD1,WAD1-0016.WFMS_TurbMeasWndSpd,16,WFMS_TurbMeasWndSpd,49,45.63265306,48,32,2.68551578,100%,76%,6%,73%,73%
WAD1,WAD1-0016.AI_In_CuCFCTemp,16,AI_In_CuCFCTemp,48,46.6875,48,31,2.654840312,98%,78%,6%,75%,73%
WAD1,WAD1-0016.MBCEst_SpeedForeAft,16,MBCEst_SpeedForeAft,49,46.7755102,48,32,2.443360901,100%,78%,5%,75%,75%
WAD1,WAD1-0016.In_WFMSActPwrDem,16,In_WFMSActPwrDem,13,42.69230769,48,1,12.5292557,27%,71%,29%,56%,15%
WAD1,WAD1-0016.AI_In_GridMonCurrentL3Act,16,AI_In_GridMonCurrentL3Act,49,46.53061224,48,31,2.778209971,100%,78%,6%,75%,75%
WAD1,WAD1-0016.WFMS_TurbMeasActPwr,16,WFMS_TurbMeasActPwr,49,46.67346939,48,32,2.40227575,100%,78%,5%,75%,75%
WAD1,WAD1-0016.AI_In_PitchSpeedCurrent2,16,AI_In_PitchSpeedCurrent2,34,40.61764706,48,2,13.12835886,69%,68%,32%,52%,36%
WAD1,WAD1-0016.AI_In_PitchSpeedCurrent3,16,AI_In_PitchSpeedCurrent3,33,42.06060606,48,4,11.14624381,67%,70%,27%,57%,38%
WAD1,WAD1-0016.AI_In_PitchSpeedCurrent1,16,AI_In_PitchSpeedCurrent1,36,39.63888889,48,1,13.88474938,73%,66%,35%,49%,36%
WAD1,WAD1-0016.SM_Curt_WFMSPowCtlEnable,16,SM_Curt_WFMSPowCtlEnable,3,1,1,1,0,6%,2%,0%,2%,0%
WAD1,WAD1-0016.Pitch_PitchBatt3Temp,16,Pitch_PitchBatt3Temp,49,46.65306122,48,32,2.403662345,100%,78%,5%,75%,75%
WAD1,WAD1-0016.DO_Pitch_Axis1BrakeOn,16,DO_Pitch_Axis1BrakeOn,6,2.333333333,3,2,0.471404521,12%,4%,20%,-6%,-1%
WAD1,WAD1-0016.DO_Gbx_TbOilCoolFanHigh,16,DO_Gbx_TbOilCoolFanHigh,1,2,2,2,0,2%,3%,0%,3%,0%
WAD1,WAD1-0016.SM_Curt_NormalOperation,16,SM_Curt_NormalOperation,3,1.333333333,2,1,0.471404521,6%,2%,35%,-15%,-1%
WAD1,WAD1-0016.AI_In_MotorCurrentA3,16,AI_In_MotorCurrentA3,49,38.75510204,48,25,9.164106138,100%,65%,24%,53%,53%
WAD1,WAD1-0016.AI_In_MotorCurrentA2,16,AI_In_MotorCurrentA2,49,38.6122449,48,19,9.878478621,100%,64%,26%,52%,52%
WAD1,WAD1-0016.AI_In_MotorCurrentA1,16,AI_In_MotorCurrentA1,49,38.71428571,48,22,9.663734014,100%,65%,25%,52%,52%
WAD1,WAD1-0016.AI_In_TbNacelleTemperature,16,AI_In_TbNacelleTemperature,49,44.69387755,48,31,2.704524415,100%,74%,6%,71%,71%
WAD1,WAD1-0016.AI_In_Axis2BatVoltC6,16,AI_In_Axis2BatVoltC6,45,3.244444444,6,1,1.352455472,92%,5%,42%,-15%,-14%
WAD1,WAD1-0016.AI_In_Axis2BatVoltC4,16,AI_In_Axis2BatVoltC4,49,3.612244898,8,1,1.258705628,100%,6%,35%,-11%,-11%
WAD1,WAD1-0016.AI_In_Axis2BatVoltC5,16,AI_In_Axis2BatVoltC5,44,3.295454545,6,1,1.407440382,90%,5%,43%,-16%,-14%
WAD1,WAD1-0016.AI_In_Axis2BatVoltC2,16,AI_In_Axis2BatVoltC2,10,6,16,2,4.538722287,20%,10%,76%,-28%,-6%
WAD1,WAD1-0016.AI_In_Axis2BatVoltC3,16,AI_In_Axis2BatVoltC3,45,3.266666667,6,1,1.323295549,92%,5%,41%,-15%,-14%
WAD1,WAD1-0016.AI_In_Axis2BatVoltC1,16,AI_In_Axis2BatVoltC1,33,3.272727273,9,1,2.178027009,67%,5%,67%,-28%,-19%
WAD1,WAD1-0016.AI_In_MotorVoltageA2,16,AI_In_MotorVoltageA2,49,31.67346939,48,10,10.2188057,100%,53%,32%,37%,37%
WAD1,WAD1-0016.AI_In_MotorVoltageA3,16,AI_In_MotorVoltageA3,41,29.82926829,48,1,16.36459957,84%,50%,55%,22%,19%
WAD1,WAD1-0016.AI_In_MotorVoltageA1,16,AI_In_MotorVoltageA1,49,33.65306122,48,5,9.896507362,100%,56%,29%,41%,41%
